,rcpt,year,hiv_treat_dah_20,hiv_prev_dah_20,hiv_pmtct_dah_20,hiv_other_dah_20,hiv_ct_dah_20,hiv_ovc_dah_20,hiv_care_dah_20,hiv_hss_other_dah_20,hiv_hss_hrh_dah_20,hiv_amr_dah_20,hiv_dah_total,care_total_mean,care_total_lower,care_total_upper,prev_total_mean,prev_total_lower,prev_total_upper,other_total_mean,other_total_lower,other_total_upper,ghes_total_mean,ghes_total_lower,ghes_total_upper
175,CPV,2013,583000000.0,827000000.0,193000000.0,77000000.0,313000000.0,313000000.0,119000000.0,940000000.0,0.0,0.0,3365000000.0,1471000.0,1255000.0,1757000.0,1302000.0,1204000.0,1435000.0,1595000.0,1493000.0,1732000.0,1411000.0,1049000.0,1868000.0
176,CPV,2014,160000000.0,350000000.0,53000000.0,96000000.0,148000000.0,148000000.0,95000000.0,444000000.0,0.0,0.0,1494000000.0,1099000.0,869000.0,1416000.0,707000.0,602000.0,853000.0,960000.0,850000.0,1107000.0,1517000.0,1151000.0,2027000.0
177,CPV,2015,44000000.0,129000000.0,13000000.0,698000000.0,54000000.0,54000000.0,39000000.0,169000000.0,0.0,0.0,1200000000.0,966000.0,734000.0,1291000.0,461000.0,348000.0,605000.0,1221000.0,1107000.0,1379000.0,1561000.0,1160000.0,2074000.0
178,CPV,2016,0.0,2000000.0,0.0,127000000.0,0.0,0.0,0.0,2000000.0,0.0,0.0,131000000.0,907000.0,646000.0,1228000.0,320000.0,207000.0,471000.0,501000.0,384000.0,645000.0,1584000.0,1172000.0,2100000.0
179,CPV,2017,12000000.0,18000000.0,2000000.0,365000000.0,1000000.0,1000000.0,7000000.0,21000000.0,0.0,0.0,427000000.0,964000.0,660000.0,1376000.0,327000.0,198000.0,509000.0,1548000.0,1418000.0,1731000.0,1652000.0,1143000.0,2350000.0
180,ERI,2003,30000000.0,273000000.0,0.0,5915000000.0,0.0,13000000.0,3000000.0,11000000.0,75000000.0,0.0,6320000000.0,1013000.0,621000.0,1545000.0,877000.0,551000.0,1315000.0,6566000.0,6306000.0,6928000.0,2060000.0,1371000.0,2918000.0
181,ERI,2004,864000000.0,2182000000.0,288000000.0,10331000000.0,92000000.0,153000000.0,198000000.0,1812000000.0,38000000.0,0.0,15958000000.0,2021000.0,1669000.0,2492000.0,2376000.0,2088000.0,2778000.0,11239000.0,11021000.0,11565000.0,1932000.0,1343000.0,2716000.0
182,ERI,2005,724000000.0,1339000000.0,167000000.0,13426000000.0,77000000.0,41000000.0,170000000.0,1289000000.0,29000000.0,0.0,17262000000.0,1816000.0,1489000.0,2257000.0,2450000.0,2164000.0,2842000.0,14813000.0,14599000.0,15120000.0,1840000.0,1289000.0,2509000.0
183,ERI,2006,1065000000.0,2902000000.0,356000000.0,5193000000.0,110000000.0,186000000.0,239000000.0,1873000000.0,45000000.0,0.0,11969000000.0,963000.0,646000.0,1429000.0,975000.0,706000.0,1355000.0,9583000.0,9387000.0,9868000.0,1851000.0,1375000.0,2469000.0
184,ERI,2007,1084000000.0,2329000000.0,244000000.0,3894000000.0,113000000.0,65000000.0,249000000.0,1968000000.0,170000000.0,0.0,10116000000.0,1004000.0,685000.0,1446000.0,951000.0,698000.0,1328000.0,9615000.0,9415000.0,9905000.0,1956000.0,1482000.0,2454000.0
185,ERI,2008,2145000000.0,6155000000.0,751000000.0,3579000000.0,228000000.0,403000000.0,764000000.0,3927000000.0,81000000.0,0.0,18033000000.0,2296000.0,1987000.0,2648000.0,2811000.0,2548000.0,3169000.0,12318000.0,12137000.0,12558000.0,2032000.0,1623000.0,2509000.0
186,ERI,2009,2510000000.0,5973000000.0,840000000.0,2772000000.0,270000000.0,336000000.0,760000000.0,4629000000.0,152000000.0,0.0,18242000000.0,4154000.0,3882000.0,4513000.0,5552000.0,5304000.0,5886000.0,8444000.0,8270000.0,8665000.0,1881000.0,1513000.0,2305000.0
187,ERI,2010,3307000000.0,7320000000.0,974000000.0,3024000000.0,420000000.0,362000000.0,933000000.0,6125000000.0,135000000.0,0.0,22600000000.0,5042000.0,4776000.0,5401000.0,6934000.0,6706000.0,7235000.0,10285000.0,10127000.0,10528000.0,1600000.0,1211000.0,2063000.0
188,ERI,2011,1512000000.0,3583000000.0,442000000.0,586000000.0,156000000.0,173000000.0,425000000.0,2566000000.0,15000000.0,0.0,9458000000.0,2570000.0,2306000.0,2938000.0,3790000.0,3565000.0,4119000.0,3794000.0,3634000.0,4026000.0,1409000.0,1031000.0,1886000.0
189,ERI,2012,3650000000.0,6846000000.0,834000000.0,1664000000.0,379000000.0,232000000.0,850000000.0,6317000000.0,64000000.0,0.0,20836000000.0,5482000.0,5251000.0,5834000.0,6945000.0,6744000.0,7256000.0,9671000.0,9535000.0,9887000.0,1270000.0,917000.0,1723000.0
190,ERI,2013,2269000000.0,4277000000.0,517000000.0,1140000000.0,236000000.0,143000000.0,529000000.0,3932000000.0,43000000.0,0.0,13086000000.0,3790000.0,3542000.0,4137000.0,4393000.0,4167000.0,4735000.0,6257000.0,6111000.0,6474000.0,1238000.0,864000.0,1681000.0
191,ERI,2014,3992000000.0,7479000000.0,903000000.0,761000000.0,404000000.0,259000000.0,920000000.0,6615000000.0,3000000.0,1000000.0,21337000000.0,5496000.0,5220000.0,5884000.0,8736000.0,8502000.0,9065000.0,8086000.0,7938000.0,8286000.0,1304000.0,874000.0,1855000.0
192,ERI,2015,673000000.0,1332000000.0,151000000.0,377000000.0,68000000.0,42000000.0,155000000.0,1132000000.0,2000000.0,0.0,3932000000.0,1576000.0,1275000.0,2029000.0,2067000.0,1813000.0,2450000.0,2078000.0,1915000.0,2310000.0,1455000.0,971000.0,2098000.0
193,ERI,2016,1579000000.0,2924000000.0,359000000.0,1502000000.0,170000000.0,98000000.0,371000000.0,2933000000.0,65000000.0,0.0,10001000000.0,2934000.0,2575000.0,3477000.0,3716000.0,3441000.0,4166000.0,5171000.0,4997000.0,5416000.0,1736000.0,1154000.0,2525000.0
194,ERI,2017,4036000000.0,2421000000.0,298000000.0,1088000000.0,142000000.0,78000000.0,308000000.0,7875000000.0,53000000.0,0.0,16299000000.0,5432000.0,4989000.0,5996000.0,3330000.0,2976000.0,3839000.0,9632000.0,9415000.0,9911000.0,2079000.0,1344000.0,3002000.0
195,ETH,2003,6573000000.0,12718000000.0,2695000000.0,33373000000.0,2926000000.0,241000000.0,199000000.0,8146000000.0,455000000.0,1000000.0,67327000000.0,17280000.0,13328000.0,22382000.0,17297000.0,16213000.0,18854000.0,44014000.0,41429000.0,47523000.0,17643000.0,10458000.0,27360000.0
196,ETH,2004,2173000000.0,3171000000.0,46007000000.0,25086000000.0,498000000.0,256000000.0,416000000.0,5169000000.0,1704000000.0,0.0,84480000000.0,13537000.0,9782000.0,18430000.0,31092000.0,30061000.0,32487000.0,29903000.0,27471000.0,32940000.0,18102000.0,11827000.0,26656000.0
197,ETH,2005,29539000000.0,26325000000.0,4503000000.0,50566000000.0,3220000000.0,3485000000.0,6265000000.0,18463000000.0,11440000000.0,0.0,153806000000.0,47206000.0,43571000.0,51918000.0,32913000.0,31952000.0,34391000.0,87302000.0,85186000.0,90129000.0,18790000.0,12856000.0,26850000.0
198,ETH,2006,39466000000.0,29709000000.0,4697000000.0,55514000000.0,4273000000.0,6812000000.0,4909000000.0,22071000000.0,25826000000.0,0.0,193277000000.0,57372000.0,53762000.0,61832000.0,35962000.0,35017000.0,37387000.0,109756000.0,107739000.0,112442000.0,19885000.0,14295000.0,27155000.0
199,ETH,2007,39442000000.0,31890000000.0,5101000000.0,146314000000.0,6632000000.0,9157000000.0,8518000000.0,25956000000.0,28277000000.0,0.0,301287000000.0,61484000.0,57286000.0,66548000.0,37715000.0,36672000.0,38991000.0,202492000.0,200298000.0,204948000.0,21671000.0,16033000.0,28564000.0
200,ETH,2008,87448000000.0,78483000000.0,13780000000.0,30255000000.0,9437000000.0,18410000000.0,18695000000.0,69496000000.0,16917000000.0,8000000.0,342929000000.0,124295000.0,119748000.0,129543000.0,92926000.0,91839000.0,94274000.0,127683000.0,125528000.0,130240000.0,24622000.0,18309000.0,31774000.0
201,ETH,2009,55233000000.0,33021000000.0,9791000000.0,19101000000.0,6750000000.0,18089000000.0,17671000000.0,35593000000.0,6086000000.0,41000000.0,201376000000.0,93432000.0,88259000.0,99572000.0,45094000.0,43952000.0,46495000.0,71730000.0,69445000.0,74512000.0,27910000.0,21020000.0,36322000.0
202,ETH,2010,126192000000.0,143490000000.0,21395000000.0,18824000000.0,13101000000.0,29873000000.0,36161000000.0,127810000000.0,14027000000.0,1081000000.0,531954000000.0,176396000.0,170931000.0,183320000.0,161003000.0,159799000.0,162421000.0,174177000.0,171698000.0,176975000.0,31990000.0,24577000.0,40537000.0
203,ETH,2011,95606000000.0,121829000000.0,17973000000.0,25464000000.0,9230000000.0,26099000000.0,35252000000.0,90068000000.0,11870000000.0,444000000.0,433835000000.0,145962000.0,140395000.0,152497000.0,134582000.0,133450000.0,136127000.0,137726000.0,135192000.0,140480000.0,34480000.0,26909000.0,42671000.0
204,ETH,2012,69221000000.0,74952000000.0,19935000000.0,9082000000.0,7956000000.0,23858000000.0,29520000000.0,67620000000.0,16162000000.0,420000000.0,318726000000.0,117200000.0,111704000.0,123823000.0,92551000.0,91427000.0,94160000.0,104168000.0,101666000.0,107117000.0,34115000.0,26495000.0,43095000.0
205,ETH,2013,96036000000.0,105537000000.0,14004000000.0,5920000000.0,7040000000.0,12483000000.0,17588000000.0,105192000000.0,19738000000.0,179000000.0,383717000000.0,127946000.0,121938000.0,135408000.0,116643000.0,115601000.0,118161000.0,137406000.0,135075000.0,140534000.0,31439000.0,23000000.0,42023000.0
206,ETH,2014,64454000000.0,72466000000.0,16266000000.0,7292000000.0,6272000000.0,20243000000.0,24257000000.0,68302000000.0,9254000000.0,490000000.0,289296000000.0,99079000.0,92982000.0,106672000.0,83284000.0,82330000.0,84568000.0,89509000.0,87149000.0,92516000.0,29641000.0,21226000.0,40017000.0
207,ETH,2015,81176000000.0,46016000000.0,9985000000.0,8000000000.0,4590000000.0,11851000000.0,17144000000.0,66240000000.0,8413000000.0,370000000.0,253785000000.0,111047000.0,104585000.0,119143000.0,55209000.0,54239000.0,56699000.0,88011000.0,85848000.0,90986000.0,28578000.0,19819000.0,39653000.0
208,ETH,2016,86448000000.0,51389000000.0,10177000000.0,16867000000.0,9085000000.0,12258000000.0,22655000000.0,60513000000.0,5188000000.0,236000000.0,274816000000.0,125080000.0,118420000.0,134064000.0,58035000.0,57215000.0,59302000.0,94468000.0,92184000.0,97829000.0,28472000.0,19437000.0,40720000.0
209,ETH,2017,77811000000.0,40939000000.0,8854000000.0,11805000000.0,7478000000.0,13524000000.0,24030000000.0,50175000000.0,6564000000.0,78000000.0,241258000000.0,116813000.0,109146000.0,127442000.0,46679000.0,45825000.0,47997000.0,77872000.0,75503000.0,81040000.0,30470000.0,20237000.0,44494000.0
210,GAB,2003,3000000.0,6000000.0,0.0,32000000.0,0.0,0.0,1000000.0,1000000.0,0.0,0.0,43000000.0,1705000.0,1035000.0,2770000.0,1924000.0,1176000.0,3010000.0,1563000.0,988000.0,2422000.0,4522000.0,2999000.0,6742000.0
211,GAB,2004,244000000.0,336000000.0,68000000.0,68000000.0,71000000.0,35000000.0,118000000.0,435000000.0,0.0,0.0,1375000000.0,2194000.0,1451000.0,3224000.0,2422000.0,1612000.0,3475000.0,2117000.0,1548000.0,2898000.0,4790000.0,3267000.0,6868000.0
212,GAB,2005,39000000.0,59000000.0,12000000.0,43000000.0,11000000.0,3000000.0,19000000.0,64000000.0,0.0,0.0,250000000.0,2034000.0,1325000.0,3050000.0,2192000.0,1457000.0,3254000.0,1769000.0,1230000.0,2519000.0,5040000.0,3670000.0,6831000.0
213,GAB,2006,343000000.0,471000000.0,96000000.0,290000000.0,98000000.0,50000000.0,166000000.0,558000000.0,0.0,0.0,2072000000.0,2628000.0,1889000.0,3566000.0,2791000.0,2058000.0,3748000.0,2640000.0,2124000.0,3392000.0,5294000.0,4005000.0,6788000.0
214,GAB,2007,584000000.0,820000000.0,159000000.0,264000000.0,162000000.0,85000000.0,270000000.0,908000000.0,0.0,0.0,3252000000.0,3059000.0,2337000.0,4049000.0,3195000.0,2510000.0,4105000.0,3009000.0,2528000.0,3722000.0,5387000.0,4217000.0,6736000.0
215,GAB,2008,411000000.0,572000000.0,114000000.0,81000000.0,121000000.0,64000000.0,200000000.0,682000000.0,0.0,0.0,2245000000.0,2943000.0,2238000.0,3975000.0,2977000.0,2269000.0,4082000.0,2545000.0,2068000.0,3221000.0,5466000.0,4248000.0,6968000.0
216,GAB,2009,679000000.0,727000000.0,328000000.0,152000000.0,0.0,162000000.0,491000000.0,993000000.0,1000000.0,0.0,3533000000.0,3544000.0,2785000.0,4545000.0,3348000.0,2643000.0,4237000.0,3106000.0,2628000.0,3759000.0,5463000.0,4321000.0,6818000.0
217,GAB,2010,311000000.0,328000000.0,153000000.0,183000000.0,0.0,79000000.0,232000000.0,463000000.0,121000000.0,0.0,1870000000.0,3027000.0,2240000.0,4083000.0,2857000.0,2125000.0,3863000.0,3077000.0,2579000.0,3789000.0,5518000.0,4315000.0,7072000.0
218,GAB,2011,205000000.0,397000000.0,101000000.0,235000000.0,0.0,51000000.0,155000000.0,309000000.0,210000000.0,0.0,1663000000.0,3018000.0,2235000.0,4069000.0,3012000.0,2281000.0,4029000.0,3344000.0,2857000.0,4037000.0,5730000.0,4502000.0,7293000.0
219,GAB,2012,135000000.0,171000000.0,2000000.0,558000000.0,0.0,0.0,0.0,4000000.0,1000000.0,0.0,871000000.0,2960000.0,2133000.0,4063000.0,2903000.0,2159000.0,3907000.0,3360000.0,2799000.0,4102000.0,6153000.0,4838000.0,7870000.0
220,GAB,2013,153000000.0,419000000.0,43000000.0,356000000.0,44000000.0,23000000.0,75000000.0,251000000.0,1000000.0,0.0,1365000000.0,3258000.0,2400000.0,4419000.0,3333000.0,2536000.0,4382000.0,3924000.0,3347000.0,4773000.0,6456000.0,5058000.0,8074000.0
221,GAB,2014,0.0,218000000.0,0.0,361000000.0,0.0,0.0,0.0,2000000.0,0.0,0.0,581000000.0,3265000.0,2322000.0,4494000.0,3143000.0,2254000.0,4320000.0,3657000.0,3043000.0,4442000.0,6543000.0,4986000.0,8391000.0
222,GAB,2015,0.0,10000000.0,0.0,74000000.0,0.0,0.0,0.0,2000000.0,0.0,0.0,86000000.0,3410000.0,2370000.0,4896000.0,3081000.0,2121000.0,4335000.0,2373000.0,1673000.0,3322000.0,6851000.0,5090000.0,9183000.0
223,GAB,2016,0.0,32000000.0,0.0,108000000.0,0.0,0.0,1000000.0,5000000.0,0.0,0.0,146000000.0,3496000.0,2312000.0,5120000.0,3205000.0,2133000.0,4717000.0,2463000.0,1695000.0,3510000.0,7103000.0,5117000.0,9863000.0
224,GAB,2017,0.0,150000000.0,0.0,201000000.0,0.0,0.0,0.0,5000000.0,0.0,0.0,356000000.0,3606000.0,2246000.0,5558000.0,3382000.0,2173000.0,5143000.0,2599000.0,1735000.0,3791000.0,7386000.0,4849000.0,10950000.0
225,GHA,2003,437000000.0,579000000.0,121000000.0,17665000000.0,94000000.0,27000000.0,287000000.0,432000000.0,46000000.0,0.0,19688000000.0,9990000.0,5678000.0,17128000.0,4538000.0,2705000.0,7812000.0,18379000.0,17218000.0,20373000.0,8938000.0,6319000.0,12308000.0
226,GHA,2004,525000000.0,724000000.0,144000000.0,43907000000.0,121000000.0,32000000.0,509000000.0,1226000000.0,189000000.0,0.0,47377000000.0,12006000.0,7477000.0,19492000.0,5342000.0,3198000.0,8544000.0,40234000.0,38981000.0,42335000.0,11311000.0,8346000.0,15241000.0
227,GHA,2005,2055000000.0,1674000000.0,424000000.0,39006000000.0,325000000.0,74000000.0,664000000.0,2253000000.0,103000000.0,0.0,46578000000.0,14840000.0,9161000.0,23370000.0,5567000.0,3082000.0,9306000.0,45451000.0,44004000.0,47559000.0,14608000.0,10919000.0,19082000.0
228,GHA,2006,3564000000.0,4670000000.0,1184000000.0,30798000000.0,964000000.0,217000000.0,1314000000.0,3868000000.0,60000000.0,0.0,46639000000.0,23889000.0,16629000.0,35693000.0,11834000.0,8911000.0,16587000.0,37874000.0,36074000.0,40763000.0,19750000.0,15127000.0,25378000.0
229,GHA,2007,7818000000.0,12042000000.0,2311000000.0,18343000000.0,2586000000.0,575000000.0,3529000000.0,8204000000.0,456000000.0,0.0,55864000000.0,39046000.0,28351000.0,53780000.0,20017000.0,16438000.0,25363000.0,38878000.0,36468000.0,42497000.0,28060000.0,22026000.0,34928000.0
230,GHA,2008,10103000000.0,3996000000.0,2818000000.0,8842000000.0,3232000000.0,98000000.0,7642000000.0,8295000000.0,205000000.0,1000000.0,45232000000.0,63820000.0,49082000.0,83790000.0,18067000.0,13603000.0,24328000.0,29511000.0,26366000.0,34028000.0,37335000.0,28695000.0,46396000.0
231,GHA,2009,14772000000.0,14847000000.0,6167000000.0,7946000000.0,7912000000.0,298000000.0,7812000000.0,7516000000.0,400000000.0,49000000.0,67719000000.0,86776000.0,68839000.0,112009000.0,33289000.0,28620000.0,39822000.0,33520000.0,29852000.0,38965000.0,44972000.0,33538000.0,56875000.0
232,GHA,2010,11602000000.0,4875000000.0,3097000000.0,4100000000.0,3756000000.0,462000000.0,8563000000.0,2996000000.0,699000000.0,132000000.0,40282000000.0,102550000.0,77496000.0,131511000.0,21291000.0,15851000.0,28522000.0,24671000.0,20197000.0,30380000.0,50104000.0,36331000.0,65393000.0
233,GHA,2011,8451000000.0,22795000000.0,3617000000.0,5231000000.0,4375000000.0,484000000.0,2799000000.0,15469000000.0,1515000000.0,65000000.0,64801000000.0,96186000.0,70427000.0,128725000.0,39885000.0,35065000.0,46651000.0,34761000.0,30141000.0,41003000.0,45474000.0,34086000.0,60088000.0
234,GHA,2012,5710000000.0,22284000000.0,3257000000.0,3551000000.0,2839000000.0,1035000000.0,2416000000.0,9800000000.0,1133000000.0,56000000.0,52081000000.0,90630000.0,64652000.0,127284000.0,34204000.0,30208000.0,39565000.0,28259000.0,23951000.0,33800000.0,40945000.0,29301000.0,56024000.0
235,GHA,2013,6708000000.0,35111000000.0,3594000000.0,3423000000.0,3866000000.0,523000000.0,1431000000.0,9157000000.0,1215000000.0,52000000.0,65080000000.0,85712000.0,60597000.0,122925000.0,45215000.0,42056000.0,49740000.0,27406000.0,23738000.0,32957000.0,40125000.0,28324000.0,55419000.0
236,GHA,2014,1447000000.0,10978000000.0,584000000.0,4404000000.0,1159000000.0,3000000.0,1073000000.0,5679000000.0,2484000000.0,5000000.0,27816000000.0,75216000.0,50615000.0,107367000.0,16494000.0,14156000.0,19901000.0,21960000.0,18902000.0,26817000.0,41260000.0,30145000.0,54025000.0
237,GHA,2015,6356000000.0,10173000000.0,2340000000.0,4173000000.0,2313000000.0,442000000.0,3269000000.0,9232000000.0,630000000.0,6000000.0,38934000000.0,74360000.0,53089000.0,103772000.0,15991000.0,14381000.0,18571000.0,22487000.0,19814000.0,26370000.0,40695000.0,30610000.0,53068000.0
238,GHA,2016,5060000000.0,7884000000.0,1626000000.0,3638000000.0,2012000000.0,311000000.0,3834000000.0,8708000000.0,957000000.0,0.0,34030000000.0,66127000.0,43349000.0,97291000.0,13012000.0,11528000.0,15328000.0,19910000.0,17419000.0,23567000.0,36836000.0,26253000.0,49804000.0
239,GHA,2017,10316000000.0,13873000000.0,2934000000.0,5462000000.0,3051000000.0,559000000.0,6427000000.0,16184000000.0,1454000000.0,0.0,60260000000.0,66409000.0,46686000.0,99303000.0,20380000.0,19120000.0,22458000.0,29242000.0,27158000.0,32713000.0,33358000.0,23588000.0,45121000.0
240,GIN,2003,137000000.0,424000000.0,40000000.0,10495000000.0,45000000.0,8000000.0,47000000.0,143000000.0,7000000.0,0.0,11346000000.0,311000.0,246000.0,404000.0,1040000.0,717000.0,1503000.0,8643000.0,8551000.0,8765000.0,756000.0,497000.0,1073000.0
241,GIN,2004,291000000.0,1207000000.0,100000000.0,10806000000.0,80000000.0,22000000.0,112000000.0,520000000.0,16000000.0,0.0,13154000000.0,530000.0,463000.0,633000.0,1533000.0,1201000.0,2083000.0,9572000.0,9483000.0,9714000.0,760000.0,524000.0,1081000.0
242,GIN,2005,611000000.0,880000000.0,220000000.0,7808000000.0,174000000.0,39000000.0,237000000.0,878000000.0,17000000.0,0.0,10864000000.0,977000.0,906000.0,1102000.0,1923000.0,1564000.0,2515000.0,8433000.0,8341000.0,8591000.0,792000.0,542000.0,1079000.0
243,GIN,2006,47000000.0,85000000.0,9000000.0,11094000000.0,7000000.0,1000000.0,6000000.0,14000000.0,18000000.0,0.0,11281000000.0,207000.0,130000.0,342000.0,1238000.0,817000.0,1890000.0,10451000.0,10351000.0,10619000.0,833000.0,594000.0,1111000.0
244,GIN,2007,369000000.0,560000000.0,125000000.0,6777000000.0,102000000.0,36000000.0,134000000.0,443000000.0,29000000.0,0.0,8575000000.0,670000.0,579000.0,821000.0,1708000.0,1248000.0,2452000.0,7156000.0,7053000.0,7329000.0,915000.0,662000.0,1239000.0
245,GIN,2008,276000000.0,458000000.0,100000000.0,4091000000.0,78000000.0,449000000.0,101000000.0,2805000000.0,139000000.0,0.0,8497000000.0,591000.0,493000.0,747000.0,3003000.0,2505000.0,3759000.0,5889000.0,5775000.0,6075000.0,1054000.0,769000.0,1429000.0
246,GIN,2009,333000000.0,518000000.0,112000000.0,1427000000.0,104000000.0,797000000.0,123000000.0,4961000000.0,77000000.0,0.0,8452000000.0,718000.0,595000.0,898000.0,2468000.0,1899000.0,3238000.0,6513000.0,6388000.0,6682000.0,1280000.0,912000.0,1694000.0
247,GIN,2010,487000000.0,576000000.0,186000000.0,2125000000.0,187000000.0,108000000.0,133000000.0,4403000000.0,213000000.0,0.0,8418000000.0,849000.0,703000.0,1038000.0,2598000.0,1935000.0,3455000.0,6660000.0,6519000.0,6853000.0,1656000.0,1183000.0,2187000.0
248,GIN,2011,1449000000.0,1597000000.0,724000000.0,2497000000.0,728000000.0,362000000.0,367000000.0,2691000000.0,944000000.0,0.0,11359000000.0,2236000.0,2053000.0,2482000.0,4782000.0,3954000.0,5930000.0,7245000.0,7074000.0,7502000.0,2267000.0,1644000.0,2966000.0
249,GIN,2012,182000000.0,418000000.0,108000000.0,3214000000.0,93000000.0,69000000.0,75000000.0,1045000000.0,745000000.0,0.0,5949000000.0,831000.0,612000.0,1137000.0,3677000.0,2746000.0,4952000.0,5655000.0,5448000.0,5958000.0,3118000.0,2399000.0,3945000.0
250,GIN,2013,1823000000.0,1860000000.0,1224000000.0,2499000000.0,609000000.0,91000000.0,702000000.0,4381000000.0,666000000.0,1000000.0,13856000000.0,3234000.0,2940000.0,3633000.0,7056000.0,5879000.0,8630000.0,8744000.0,8481000.0,9084000.0,4135000.0,3141000.0,5258000.0
251,GIN,2014,2364000000.0,2004000000.0,1436000000.0,2355000000.0,639000000.0,75000000.0,722000000.0,2280000000.0,266000000.0,0.0,12141000000.0,3906000.0,3578000.0,4340000.0,8198000.0,6852000.0,10252000.0,6279000.0,6001000.0,6679000.0,4966000.0,3863000.0,6331000.0
252,GIN,2015,2868000000.0,3818000000.0,1055000000.0,918000000.0,746000000.0,171000000.0,991000000.0,3104000000.0,203000000.0,1000000.0,13875000000.0,3784000.0,3395000.0,4323000.0,9000000.0,7291000.0,11436000.0,4679000.0,4348000.0,5152000.0,5835000.0,4429000.0,7478000.0
253,GIN,2016,5449000000.0,6727000000.0,1596000000.0,2487000000.0,1257000000.0,288000000.0,2396000000.0,5757000000.0,1859000000.0,0.0,27816000000.0,8171000.0,7759000.0,8788000.0,14641000.0,12734000.0,17368000.0,11298000.0,10949000.0,11813000.0,6590000.0,4983000.0,8487000.0
254,GIN,2017,3008000000.0,3116000000.0,830000000.0,2503000000.0,661000000.0,150000000.0,1274000000.0,3374000000.0,154000000.0,0.0,15070000000.0,3435000.0,2968000.0,4165000.0,9043000.0,6814000.0,12524000.0,5885000.0,5483000.0,6490000.0,7186000.0,5057000.0,9818000.0
255,GMB,2003,9000000.0,14000000.0,0.0,2590000000.0,0.0,0.0,4000000.0,4000000.0,0.0,0.0,2621000000.0,123000.0,80000.0,186000.0,104000.0,69000.0,153000.0,2599000.0,2566000.0,2645000.0,271000.0,168000.0,408000.0
256,GMB,2004,359000000.0,501000000.0,129000000.0,5255000000.0,104000000.0,26000000.0,141000000.0,539000000.0,0.0,0.0,7054000000.0,618000.0,565000.0,690000.0,720000.0,679000.0,776000.0,5757000.0,5718000.0,5809000.0,307000.0,184000.0,464000.0
257,GMB,2005,1056000000.0,1483000000.0,388000000.0,5089000000.0,308000000.0,72000000.0,419000000.0,1253000000.0,0.0,0.0,10068000000.0,1591000.0,1538000.0,1672000.0,1944000.0,1901000.0,2005000.0,6685000.0,6645000.0,6743000.0,339000.0,219000.0,516000.0
258,GMB,2006,598000000.0,832000000.0,214000000.0,1452000000.0,169000000.0,39000000.0,234000000.0,702000000.0,0.0,0.0,4240000000.0,968000.0,908000.0,1057000.0,1142000.0,1095000.0,1206000.0,2389000.0,2348000.0,2455000.0,373000.0,242000.0,564000.0
259,GMB,2007,710000000.0,1019000000.0,247000000.0,747000000.0,198000000.0,47000000.0,273000000.0,828000000.0,0.0,0.0,4069000000.0,1125000.0,1058000.0,1218000.0,1349000.0,1299000.0,1418000.0,1859000.0,1815000.0,1919000.0,399000.0,256000.0,596000.0
260,GMB,2008,675000000.0,967000000.0,247000000.0,521000000.0,197000000.0,45000000.0,261000000.0,807000000.0,0.0,0.0,3720000000.0,1109000.0,1037000.0,1208000.0,1327000.0,1269000.0,1405000.0,1633000.0,1584000.0,1700000.0,436000.0,270000.0,650000.0
261,GMB,2009,958000000.0,1835000000.0,333000000.0,322000000.0,299000000.0,100000000.0,1125000000.0,2096000000.0,15000000.0,0.0,7083000000.0,2255000.0,2177000.0,2362000.0,2281000.0,2222000.0,2366000.0,2834000.0,2783000.0,2908000.0,477000.0,309000.0,713000.0
262,GMB,2010,894000000.0,1671000000.0,308000000.0,187000000.0,301000000.0,82000000.0,1398000000.0,2508000000.0,13000000.0,0.0,7362000000.0,2483000.0,2400000.0,2603000.0,2094000.0,2033000.0,2185000.0,3115000.0,3061000.0,3196000.0,531000.0,352000.0,789000.0
263,GMB,2011,860000000.0,1893000000.0,300000000.0,267000000.0,298000000.0,91000000.0,1477000000.0,2753000000.0,17000000.0,0.0,7956000000.0,2551000.0,2461000.0,2675000.0,2327000.0,2259000.0,2416000.0,3472000.0,3414000.0,3549000.0,575000.0,383000.0,833000.0
264,GMB,2012,480000000.0,1222000000.0,248000000.0,391000000.0,241000000.0,74000000.0,770000000.0,2857000000.0,0.0,0.0,6283000000.0,1503000.0,1408000.0,1624000.0,1623000.0,1556000.0,1711000.0,3641000.0,3584000.0,3713000.0,615000.0,424000.0,859000.0
265,GMB,2013,853000000.0,1674000000.0,469000000.0,1256000000.0,466000000.0,106000000.0,1227000000.0,5308000000.0,0.0,0.0,11359000000.0,2339000.0,2252000.0,2462000.0,2290000.0,2227000.0,2375000.0,7128000.0,7074000.0,7207000.0,630000.0,453000.0,865000.0
266,GMB,2014,1000000.0,609000000.0,33000000.0,3521000000.0,88000000.0,62000000.0,449000000.0,2718000000.0,0.0,0.0,7481000000.0,741000.0,647000.0,860000.0,813000.0,750000.0,899000.0,6420000.0,6367000.0,6493000.0,661000.0,485000.0,893000.0
267,GMB,2015,787000000.0,1115000000.0,291000000.0,690000000.0,232000000.0,53000000.0,316000000.0,956000000.0,0.0,0.0,4440000000.0,1404000.0,1316000.0,1521000.0,1585000.0,1522000.0,1659000.0,2059000.0,2009000.0,2129000.0,699000.0,538000.0,915000.0
